,nicd_no,original_no,ecological_zone,locality,village,longitude,latitude,date,temp_indoor,sat_temp,sat_temp_min,sat_temp_max,satelite_outdoor_rh,temp,rh,li,ws,resting_site,material_type,resting_surface,material_colour,movability,morphological_id,molecular_id,sp_elisa,species,blood_source,point_x,point_y,days_count,date_label,mosquito_ID,SDT_24.11,SDT_24.23,SDT_24.90,SDT_24.94,SDT_25.26,SDT_25.43,SDT_25.60,SDT_25.68,SDT_25.71,SDT_26.38,SDT_27.19,SDT_27.27,SDT_27.36,SDT_27.64,SDT_27.90,avg_sim_sat,observed_date_level_SDT,model_predicted_Mean_Temp,mean_simulated_MRST
409,GH902,GH902,Forest,Adansi Asokwa,Agyenkwaso,N06-15.564,W001-26.706,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.4,59.7,0,0,Stool,Wood,R_1,Normal,Yes,funestus,funestus,negative,funestus,Human,-1.435963597,6.274304816,14,11-Jan-12,409,25.93,28.09,30.27,27.03,27.03,30.71,27.02,30.47,32.71,29.75,29.92,29.64,32.64,29.32,29.61,29.34,27.9,31.51417843,31.42538902
410,GH903,GH903,Forest,Adansi Asokwa,Agyenkwaso,N06-15.565,W001-26.707,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.8,62.3,0,0,Under Table,Wood,R_1,Normal,Yes,gambiae,gambiae,negative,gambiae,undetected,-1.435973597,6.274314816,14,11-Jan-12,410,27.78,25.53,29.61,20.77,32.13,29.25,31.49,25.57,29.43,30.74,28.12,29.25,33.95,30.57,27.04,28.75,27.9,31.51417843,31.58348075
411,GH904,GH904,Forest,Adansi Asokwa,Agyenkwaso,N06-15.566,W001-26.708,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.8,62.3,0,0,Under Table,Wood,R_1,Normal,Yes,funestus,funestus,negative,funestus,Human,-1.435983597,6.274324816,14,11-Jan-12,411,28.43,33.89,29.13,32.71,22.44,30.83,27.83,29.53,30.7,35.44,29.66,31.05,29.84,32.45,31.13,30.34,27.9,31.51417843,31.55177074
412,GH905,GH905,Forest,Adansi Asokwa,Agyenkwaso,N06-15.567,W001-26.709,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.4,62.2,0,0,Under Table,Wood,R_1,Normal,Yes,funestus,funestus,negative,funestus,Human,-1.435993597,6.274334816,14,11-Jan-12,412,27.88,26.26,27.45,32.52,28.13,28.78,27.87,21.41,30.22,31.29,30.65,33.87,32.01,32.34,33.73,29.63,27.9,31.51417843,31.34001671
413,GH906,GH906,Forest,Adansi Asokwa,Agyenkwaso,N06-15.568,W001-26.710,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.4,62.4,0,0,Under Table,Wood,R_1,Normal,Yes,funestus,funestus,negative,funestus,Human,-1.436003597,6.274344816,14,11-Jan-12,413,28.82,27.52,27.86,25.5,28.62,31.43,31.8,29.76,28.93,34,28.94,28.32,25.55,34.08,31.14,29.49,27.9,31.51417843,31.43248095
414,GH907,GH907,Forest,Adansi Asokwa,Agyenkwaso,N06-15.569,W001-26.711,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.8,62.4,0,0,Under Table,Wood,R_1,Normal,Yes,funestus,funestus,negative,funestus,Human,-1.436013597,6.274354816,14,11-Jan-12,414,26.94,28.95,28.68,27.76,25.96,27.87,30.94,32.89,27.74,28.03,29.78,30.56,31.69,29.57,27.68,29,27.9,31.51417843,31.38659624
415,GH908,GH908,Forest,Adansi Asokwa,Agyenkwaso,N06-15.570,W001-26.712,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.7,62.3,0,0,Under Table,Wood,R_1,Normal,Yes,gambiae,gambiae,negative,gambiae,undetected,-1.436023597,6.274364816,14,11-Jan-12,415,26.23,27.31,28.24,31.51,29.47,30,28.55,32.75,28.22,25.56,28.04,29.63,31.67,30.45,30.1,29.18,27.9,31.51417843,31.5766714
416,GH909,GH909,Forest,Adansi Asokwa,Agyenkwaso,N06-15.571,W001-26.713,1/11/2012,41.1,27.9,22.96,33.06,64.53,31.5,57.3,7,0,Wall,Cement,R_3,Blue,No,funestus,funestus,negative,funestus,Human,-1.436033597,6.274374816,14,11-Jan-12,416,20.82,25.81,30.41,30.59,23.76,29.64,28.12,22.55,24.31,31.96,32.53,34.23,31.94,29.62,31.42,28.51,27.9,31.51417843,31.76600497
417,GH910,GH910,Forest,Adansi Asokwa,Agyenkwaso,N06-15.572,W001-26.714,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.4,49.5,10,0,Wall,Cement,R_3,Blue,No,funestus,funestus,negative,funestus,Human,-1.436043597,6.274384816,14,11-Jan-12,417,27.01,29.91,27.86,31.27,30.85,30.77,25.4,30.31,32.14,25.84,36.08,35.48,33.86,30.83,34.68,30.82,27.9,31.51417843,31.53781697
418,GH911,GH911,Forest,Adansi Asokwa,Agyenkwaso,N06-15.573,W001-26.715,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.4,50.2,0,0,Under Table,Wood,R_1,Normal,Yes,funestus,funestus,negative,funestus,Human,-1.436053597,6.274394816,14,11-Jan-12,418,28.28,31.29,27.95,25.57,24.5,27.22,27.22,28.16,25.17,26.54,29.68,32.02,28.59,36.05,34.24,28.83,27.9,31.51417843,31.52905484
419,GH912,GH912,Forest,Adansi Asokwa,Agyenkwaso,N06-15.574,W001-26.716,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.4,50.2,0,0,Under Table,Wood,R_1,Normal,Yes,funestus,funestus,negative,funestus,Human,-1.436063597,6.274404816,14,11-Jan-12,419,28.53,27.3,26.95,34.43,23.19,29.16,35.22,28.95,27.61,31.28,31.84,30.96,34.3,31.07,33.48,30.28,27.9,31.51417843,31.43444406
420,GH914,GH914,Forest,Adansi Asokwa,Agyenkwaso,N06-15.575,W001-26.717,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.6,50.5,2,0,Door,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.436073597,6.274414816,14,11-Jan-12,420,25.89,28.73,27.79,25.42,26.68,27.32,28.83,23.63,28.14,29.66,34.55,34.12,28.57,31.15,32.66,28.88,27.9,31.51417843,31.68745555
421,GH915,GH915,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.894,W001-29.622,1/12/2012,25.3,27.19,23.52,32.32,65.85,25.7,72.8,0,0,Wall,Mud,R_1,White,No,funestus,funestus,negative,funestus,Human,-1.521105943,6.228908948,15,12-Jan-12,421,31.55,27.13,27.96,30,28.93,30.93,31.13,29.94,31.97,31.85,29.78,29.68,26.94,32.46,29.54,29.99,27.19,30.71220471,30.72204654
422,GH916,GH916,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.895,W001-29.623,1/12/2012,25.3,27.19,23.52,32.32,65.85,25.1,71.2,0,0,Wall,Mud,R_1,White,No,funestus,funestus,negative,funestus,Human,-1.521115943,6.228918948,15,12-Jan-12,422,27.93,29.84,22.51,28.51,26.95,27.18,28.47,27.73,29.18,33.28,29.77,30.66,36.26,28.27,33.48,29.33,27.19,30.71220471,30.79392023
423,GH917,GH917,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.896,W001-29.624,1/12/2012,25.3,27.19,23.52,32.32,65.85,25.3,71.5,0,0,Wall,Mud,R_1,White,No,funestus,funestus,negative,funestus,Human,-1.521125943,6.228928948,15,12-Jan-12,423,27.54,24.56,24.81,27.19,27.17,32.93,30.4,29.91,31.33,32.01,32.28,33.35,32.89,33.53,34.47,30.29,27.19,30.71220471,30.70903379
424,GH918,GH918,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.897,W001-29.625,1/12/2012,25.3,27.19,23.52,32.32,65.85,26.1,70.5,0,0.2,Roof,Aluminium,R_3,Normal,No,funestus,funestus,negative,funestus,Human,-1.521135943,6.228938948,15,12-Jan-12,424,30.32,33,27.95,27.25,29.34,30.64,28.79,28.54,28.33,30.73,28.4,31.06,32.76,31.08,33.32,30.1,27.19,30.71220471,30.91850882
425,GH919,GH919,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.898,W001-29.626,1/12/2012,25.3,27.19,23.52,32.32,65.85,26.4,72,0,0,Wall,Mud,R_1,White,No,gambiae,gambiae,negative,gambiae,Human,-1.521145943,6.228948948,15,12-Jan-12,425,25.49,25.9,27.48,25.76,25.96,28.69,32.23,26.52,33.1,31.14,30.29,29.65,32.44,29.51,34.37,29.24,27.19,30.71220471,30.77375424
426,GH920,GH920,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.899,W001-29.627,1/12/2012,25.3,27.19,23.52,32.32,65.85,27.4,69.6,0,0,Roof,Aluminium,R_3,Normal,No,funestus,funestus,negative,funestus,undetected,-1.521155943,6.228958948,15,12-Jan-12,426,26.14,23.83,25.21,32.11,28.32,31.65,27.69,29.82,30.22,30.15,29.37,31.25,30.4,32.13,32.25,29.37,27.19,30.71220471,30.66530411
427,GH921,GH921,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.900,W001-29.628,1/12/2012,25.3,27.19,23.52,32.32,65.85,28,66.4,0,0,Bed,Wood,R_1,Brown,No,funestus,funestus,negative,funestus,undetected,-1.521165943,6.228968948,15,12-Jan-12,427,33.05,26.52,23.29,28.39,29.74,28.52,24.77,30.45,30.37,33.94,28.36,29.72,33.35,30.78,33.99,29.68,27.19,30.71220471,30.78463676
428,GH922,GH922,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.901,W001-29.629,1/12/2012,25.3,27.19,23.52,32.32,65.85,24.5,78,0,0,Shelf,Wood,R_1,Normal,Yes,funestus,funestus,positive,funestus,Human,-1.521175943,6.228978948,15,12-Jan-12,428,27.26,27.72,27.27,28.8,32.5,30.09,31.1,29.14,31.17,29.92,31.73,35.34,34.39,30.85,34.92,30.81,27.19,30.71220471,30.83999651
429,GH923,GH923,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.902,W001-29.630,1/12/2012,25.3,27.19,23.52,32.32,65.85,24.5,78.8,0,0.2,Wall,Mud,R_1,Normal,No,funestus,funestus,negative,funestus,undetected,-1.521185943,6.228988948,15,12-Jan-12,429,31.2,31.31,29.71,28.68,29.7,30.01,28.34,30.38,25.44,31.76,30.38,29.87,27.11,30.94,29.16,29.6,27.19,30.71220471,30.60068834
430,GH924,GH924,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.903,W001-29.631,1/12/2012,25.3,27.19,23.52,32.32,65.85,25.2,76.5,0,0,Shelf,Wood,R_1,Normal,Yes,gambiae,gambiae,negative,gambiae,Human,-1.521195943,6.228998948,15,12-Jan-12,430,23.74,29.58,32.43,27.26,32.69,29.75,32.47,27.88,29.01,27.52,35.98,33.09,28.13,34.98,35.2,30.65,27.19,30.71220471,30.84419026
431,GH925,GH925,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.904,W001-29.632,1/12/2012,25.3,27.19,23.52,32.32,65.85,25.4,79.8,0,0,Cieling,Aluminium,R_3,Normal,No,funestus,funestus,negative,funestus,Human,-1.521205943,6.229008948,15,12-Jan-12,431,26.77,27.71,28.03,25.42,29.63,27.28,29.22,32.12,29.56,29.89,23.81,30.81,29.15,29.88,33.37,28.84,27.19,30.71220471,30.59002865
